,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,class
0,3.7838866519198318,15.561981553557576,18.454777227946927,32.27154754061756,49.95629256101844,59.671066634928636,75.66397080504457,80.67104090322948,76.93000827403077,87.06939223476718,0
1,-5.451407035515561,24.12697119736861,21.398379808476356,36.92881562840323,28.88672424882077,39.59081244841886,43.29679607450943,62.15468587565796,93.53804022520983,83.9443512761191,0
2,1.9395159735238237,8.613465935347389,15.468965261768133,37.749286547158405,39.34628995422965,46.56258840583755,54.21879055415319,75.53633130104707,76.70547343318545,89.20137648616102,0
3,-13.605885072306652,16.10748567399007,20.186185851203685,33.162006474377485,30.406045587906995,42.297489342026424,49.60964975202455,69.00880419641823,71.10876430911381,99.79528881663133,0
4,6.025142671593602,17.815496502690088,13.29681921757263,38.29086955505431,40.02101940684131,52.3490897506518,54.37917833981597,73.88550991844784,77.73433430484336,89.37297146372572,0
5,-12.277770721664352,14.140850089035588,13.656782004977384,33.01645199837452,39.331826629856934,50.92484998471055,69.31467445512449,66.29405355005227,78.119539264461,100.94478463029456,0
6,0.04101662505817885,11.993367643005097,8.384119869926252,20.56239056945168,31.027148809197417,49.282431624444015,68.08883624296648,65.13084444346516,89.7286172757935,95.27677866442512,0
7,-0.9618213612495308,20.43562292434443,10.987084895194418,20.281567643990762,29.818048894947054,67.584773096655,56.086494978262124,77.50952269108518,75.88814526873819,96.30284388496393,0
8,-6.455855028583611,18.932348574243555,4.886161752202405,23.444862117665416,33.32969077696691,44.66925816224256,68.89909506425151,79.32881915217504,90.35207209382958,91.06799616510307,0
9,22.974555159911333,11.489245321527704,29.213719026477506,22.508498610141757,38.32500391950857,45.67104670006344,47.80262637834423,66.43313042052894,80.37451742564052,102.20697748881972,0
10,-4.782583355250752,15.303872057463629,26.45732002152707,27.709329300083624,41.86596302209838,40.74883215672618,54.97691363459797,76.32963601867779,76.21727958179044,99.45021029055401,0
11,3.7796559482860603,2.760730149358226,20.362130148329037,11.913587127117822,49.55658471199228,63.4157005576139,70.40753399127378,67.0817630745639,79.07390432869819,96.22218738424185,0
12,8.767648944068492,8.72849044141454,18.76485584377915,31.03881804614373,54.10404392463829,41.723947046973855,77.03509790246596,70.37586156726492,81.39948799692536,91.48402721214376,0
13,-9.721350408737717,11.05492230029969,31.9195968886403,36.18337015814672,31.353916657219983,49.14436012492437,70.10135453851203,84.83857586097386,78.77263332530521,97.24881028156294,0
14,10.738850971503853,9.64918566437403,24.15671676179396,36.36893805241468,40.83250155802854,46.18748253702236,67.44584068177146,77.76177197410163,70.10016849859102,96.79925839954943,0
15,-0.9771983013465819,4.669155244380483,14.324053155069791,30.3802326086394,37.254498318108766,47.607499734518086,59.70954603593207,72.8815905089445,79.66125886450457,87.620544835689,0
16,8.100123815817383,20.122385143082173,20.46629516619642,21.099670655597073,37.743682561155296,50.98917515245412,69.80857001710177,75.51637801381271,88.35228900056505,100.30347021352797,0
